"PROVIDER_NAME","PROVIDER_NUMBER","PROVIDER_STREET","PROVIDER_CITY","PROVIDER_COUNTY","PROVIDER_STATE","PROVIDER_ZIP_CODE","PROVIDER_ZIP_CODE_PLUS_4","PROGRAM_NAME","PROGRAM_NUMBER","PROGRAM_COUNTY","PROGRAM_STREET_ADDRESS","PROGRAM_CITY","PROGRAM_STATE","PROGRAM_ZIP_CODE","PROGRAM_ZIP_CODE_PLUS_4","PROGRAM_DIRECTOR","PROGRAM_DIRECTOR_EMAIL","PROGRAM_DIRECTOR_TELEPHONE","PROGRAM_DIRECTOR_PHONE_EXTENSION","PROGRAM_TYPE","SERVICE_TYPE","ADMISSION_PHONE","ADMISSION_PHONE_EXT","TELEHEALTH_SERVICES","ADOLESCENT_DESIGNATION","PROBLEM_GAMBLING","INTEGRATED_LICENSE_SERVICE","PARENTS_WITH_CHILDREN","LGBTQ_ENDORSEMNT","ADDITIONAL_LOCATION_STREET","ADDITIONAL_LOCATION_CITY","ADDITIONAL_LOCATION_ZIP","ADDITIONAL_LOCATION_COUNTYNAME"
"Johnson Park Center","48430","26 Johnson Park","Utica","Oneida","NY","13501","0160","Johnson Park Center SL","52694","Oneida","19 Johnson Park","Utica","NY","13501","4432","Ms. Nicole Siriano CASAC","clinical-sud@johnsonparkcenter.org","3155252117","","Residential Services","Supportive Living","","","","","","","Y","","","","",""
"McPike Addiction Treatment Center","90004","1213 Court St","Utica","Oneida","NY","13502","3803","McPike ATC IP","50727","Oneida","1213 Court St","Utica","NY","13502","3803","Mr. Stephen McLaughlin","Stephen.McLaughlin@oasas.ny.gov","3157384600","","Inpatient Treatment Services","Inpatient Rehabilitation","3157384465","","Y","","Y","","","","","","",""
"Rescue Mission of Utica, NY","36280","293 Genesee St","Utica","Oneida","NY","13501","","Rescue Mission of Utica, NY RS","53101","Oneida","210 Lansing St","Utica","NY","13501","","Ms. Sarah M Decker CASAC","sarah.decker@uticamission.org","3157351645","2161","Residential Services","820 Residential Stabilization","","","","","","","","","","","",""
"Rome Memorial Hospital, Inc.","81810","1500 N James St","Rome","Oneida","NY","13440","2844","Community Recovery Center OP","51124","Oneida","264 W Dominick St","Rome","NY","13440","5812","Miss Danielle Russell","drussell1@romehealth.org","3153344701","7208","Outpatient Services","Outpatient Clinic","3153344701","","Y","","","","","","","","",""
"The Neighborhood Center, Inc.","11920","624 Elizabeth Street","Utica","Oneida","NY","13501","2413","Monarch OP","53787","Oneida","628 Mary St","Utica","NY","13501","","Gina Hobika","ginah@neighborhoodctr.org","3152722650","","Outpatient Services","Outpatient Clinic","","","Y","","","","","","","","",""
"Upstate Cerebral Palsy, Inc.","40640","125 Business Park Dr","Utica","Oneida","NY","13502","6305","Upstate Cerebral Palsy, Inc. OP","53585","Oneida","1002 Oswego St","Utica","NY","13502","","Jenni Barlow-Gagnon","jenni.barlow-gagnon@upstatecp.org","3157988868","","Outpatient Services","Outpatient Clinic","","","","","","OMH Hosted","","","","","",""
"Conifer Park, Inc.","14770","79 Glenridge Rd","Glenville","Schenectady","NY","12302","4523","Conifer Park, Inc. OTP 1","52959","Onondaga","526 Old Liverpool Rd","Liverpool","NY","13088","6238","Ms. Rachel M Long LCSW","RLong@libertymgt.com","3154533911","","Opioid Treatment","Opioid Outpatient Treatment","3154533911","","Y","","","","","","","","",""
"Conifer Park, Inc.","14770","79 Glenridge Rd","Glenville","Schenectady","NY","12302","4523","Victoria Square OP","51568","Onondaga","526 Old Liverpool Rd","Liverpool","NY","13088","6238","Ms. Rachel M Long LCSW","Rlong@libertymgt.com","3154533911","","Outpatient Services","Outpatient Clinic","3154533911","","Y","","","","","","","","",""
"Crouse Health Hospital, Inc.","85010","736 Irving Ave","Syracuse","Onondaga","NY","13210","","Chemical Dependence Treatment Srvs OP","704","Onondaga","2775 Erie Blvd E","Syracuse","NY","13224","","Ms. Monika Taylor","monikataylor@crouse.org","3154708340","","Outpatient Services","Outpatient Clinic","3154708304","","Y","Y","","","","","6010 East Molloy Road","Syracuse","13211","Onondaga"
"Crouse Health Hospital, Inc.","85010","736 Irving Ave","Syracuse","Onondaga","NY","13210","","Chemical Dependence Treatment Sv OP R","50244","Onondaga","2775 Erie Blvd E","Syracuse","NY","13224","","Ms. Monika Taylor","monikataylor@crouse.org","3154708340","","Outpatient Services","Outpatient Rehabilitation","3154708304","","Y","","","","","","","","",""
"Crouse Health Hospital, Inc.","85010","736 Irving Ave","Syracuse","Onondaga","NY","13210","","Commonwealth Place IP","52249","Onondaga","6010 E Molloy Rd","Syracuse","NY","13211","2131","Ms. Monika Taylor","monikataylor@crouse.org","3154708340","","Inpatient Treatment Services","Inpatient Rehabilitation","3154342470","","","","","","","","","","",""
"Crouse Health Hospital, Inc.","85010","736 Irving Ave","Syracuse","Onondaga","NY","13210","","Outpatient Addiction Trtmt Srvcs OTP","53896","Onondaga","2775 Erie Blvd East","Syracuse","NY","13224","","Ms. Monika Taylor","monikataylor@crouse.org","3154708302","","Opioid Treatment","Opioid Outpatient Treatment","","","Y","","","","","","","","",""
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Elements SRR","53444","Onondaga","4567 Crossroads Park Dr","Liverpool","NY","13088","","Amy Mackey","amackey@helio.health","3158831589","","Residential Services","820 Stabil Rehab Reintegration","3158831589","","Y","","","","","","","","",""
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Evaluation Center MSW IP","51962","Onondaga","847 James St","Syracuse","NY","13203","2504","Kristen Morey","kmorey@helio.health","3154921184","","Crisis Services","Med Sup Withdrawal - Inpatient","","","Y","","","","","","","","",""
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Helio Health Inpatient Facility IP","50040","Onondaga","847 James St","Syracuse","NY","13203","","Kristen Morey","kmorey@helio.health","3154921184","314","Inpatient Treatment Services","Inpatient Rehabilitation","","","Y","","","","","","","","",""
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Helio Health, Inc. ICSC","53890","Onondaga","329 N Salina St","Syracuse","NY","13203","","Lisa Mancini","LMancini@helio.health","3154745506","","Crisis Services","Intensive Crisis Stblztn Cntr","3154345333","","","","","","","","","","",""
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Helio Health, Inc. OTP","53067","Onondaga","329 N Salina St","Syracuse","NY","13203","","Kevin Howard","khoward@helio.health","3154711564","3138","Opioid Treatment","Opioid Outpatient Treatment","3154711564","3138","Y","","","","","","","","",""
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Helio Health, Inc. RRi","53565","Onondaga","518 James St","Syracuse","NY","13203","","Mr. Joshua Salvage","mbowen@helio.health","3154729964","","Residential Services","820 Residential Reintegration","","","Y","","","","","","","","",""
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Helio Health, Inc. RRi 2","53766","Onondaga","121 - 125 Green St","Syracuse","NY","13203","","Justin Angona CASAC","jangona@helio.health","3154724442","","Residential Services","820 Residential Reintegration","","","Y","","","","","","","","",""
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Lincoln House RRh","53349","Onondaga","168 Lincoln Ave","Syracuse","NY","13204","4116","Dr. Susan McInvale PhD","smcinvale@heliohealth.onmicrosoft.com","3152186492","1707","Residential Services","820 Residential Rehabilitation","","","Y","","","","","","","","",""
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Meadows Outpatient Services OCCBHC","53776","Onondaga","329 N Salina St","Syracuse","NY","13203","","Ms. Kathi Meadows","kmeadows@helio.health","3154711564","3126","Outpatient Services","Crtfd Cmty Behavioral Hlth Clnc","","","Y","","Y","Mental Health","","","321 West Onondaga Street ","Syracuse","13202","Onondaga"
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Meadows Outpatient Services OCCBHC","53776","Onondaga","329 N Salina St","Syracuse","NY","13203","","Ms. Kathi Meadows","kmeadows@helio.health","3154711564","3126","Outpatient Services","Crtfd Cmty Behavioral Hlth Clnc","","","Y","","Y","Mental Health","","","6280 Randall Road","Jamesville","13152","Onondaga"
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Meadows Outpatient Services OCCBHC","53776","Onondaga","329 N Salina St","Syracuse","NY","13203","","Ms. Kathi Meadows","kmeadows@helio.health","3154711564","3126","Outpatient Services","Crtfd Cmty Behavioral Hlth Clnc","","","Y","","Y","Mental Health","","","72 State Street","Skaneateles","13152","Onondaga"
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Meadows Outpatient Services OCCBHC","53776","Onondaga","329 N Salina St","Syracuse","NY","13203","","Ms. Kathi Meadows","kmeadows@helio.health","3154711564","3126","Outpatient Services","Crtfd Cmty Behavioral Hlth Clnc","","","Y","","Y","Mental Health","","","49 East Elizabeth Street","Skaneateles","13152","Onondaga"
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Meadows Outpatient Services OCCBHC","53776","Onondaga","329 N Salina St","Syracuse","NY","13203","","Ms. Kathi Meadows","kmeadows@helio.health","3154711564","3126","Outpatient Services","Crtfd Cmty Behavioral Hlth Clnc","","","Y","","Y","Mental Health","","","49 East Elizabeth Street","Skaneateles","13152","Onondaga"
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Meadows Outpatient Services OCCBHC","53776","Onondaga","329 N Salina St","Syracuse","NY","13203","","Ms. Kathi Meadows","kmeadows@helio.health","3154711564","3126","Outpatient Services","Crtfd Cmty Behavioral Hlth Clnc","","","Y","","Y","Mental Health","","","5525 Ike Dixon Road","Camillus","13031","Onondaga"
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Meadows Outpatient Services OCCBHC","53776","Onondaga","329 N Salina St","Syracuse","NY","13203","","Ms. Kathi Meadows","kmeadows@helio.health","3154711564","3126","Outpatient Services","Crtfd Cmty Behavioral Hlth Clnc","","","Y","","Y","Mental Health","","","500 Sanderson Drive","Camillus","13031","Onondaga"
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Meadows Outpatient Services OCCBHC","53776","Onondaga","329 N Salina St","Syracuse","NY","13203","","Ms. Kathi Meadows","kmeadows@helio.health","3154711564","3126","Outpatient Services","Crtfd Cmty Behavioral Hlth Clnc","","","Y","","Y","Mental Health","","","401 Blackmore Road","Camillus","13031","Onondaga"
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Meadows Outpatient Services OCCBHC","53776","Onondaga","329 N Salina St","Syracuse","NY","13203","","Ms. Kathi Meadows","kmeadows@helio.health","3154711564","3126","Outpatient Services","Crtfd Cmty Behavioral Hlth Clnc","","","Y","","Y","Mental Health","","","703 Onondaga Road","Syracuse","13219","Onondaga"
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Meadows Outpatient Services OCCBHC","53776","Onondaga","329 N Salina St","Syracuse","NY","13203","","Ms. Kathi Meadows","kmeadows@helio.health","3154711564","3126","Outpatient Services","Crtfd Cmty Behavioral Hlth Clnc","","","Y","","Y","Mental Health","","","4151 Split Rock Road","Camillus","13031","Onondaga"
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Meadows Outpatient Services OCCBHC","53776","Onondaga","329 N Salina St","Syracuse","NY","13203","","Ms. Kathi Meadows","kmeadows@helio.health","3154711564","3126","Outpatient Services","Crtfd Cmty Behavioral Hlth Clnc","","","Y","","Y","Mental Health","","","400 Sanderson Drive","Camillus","13031","Onondaga"
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Meadows Outpatient Services OCCBHC","53776","Onondaga","329 N Salina St","Syracuse","NY","13203","","Ms. Kathi Meadows","kmeadows@helio.health","3154711564","3126","Outpatient Services","Crtfd Cmty Behavioral Hlth Clnc","","","Y","","Y","Mental Health","","","2 Reed Parkway","Marcellus","13108","Onondaga"
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Meadows Outpatient Services OCCBHC","53776","Onondaga","329 N Salina St","Syracuse","NY","13203","","Ms. Kathi Meadows","kmeadows@helio.health","3154711564","3126","Outpatient Services","Crtfd Cmty Behavioral Hlth Clnc","","","Y","","Y","Mental Health","","","2 Learners Landing","Marcellus","13108","Onondaga"
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Meadows Outpatient Services OCCBHC","53776","Onondaga","329 N Salina St","Syracuse","NY","13203","","Ms. Kathi Meadows","kmeadows@helio.health","3154711564","3126","Outpatient Services","Crtfd Cmty Behavioral Hlth Clnc","","","Y","","Y","Mental Health","","","400 Walberta Road","Syracuse","13219","Onondaga"
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Meadows Outpatient Services OCCBHC","53776","Onondaga","329 N Salina St","Syracuse","NY","13203","","Ms. Kathi Meadows","kmeadows@helio.health","3154711564","3126","Outpatient Services","Crtfd Cmty Behavioral Hlth Clnc","","","Y","","Y","Mental Health","","","201 Cherry Road","Syracuse","13219","Onondaga"
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Meadows Outpatient Services OCCBHC","53776","Onondaga","329 N Salina St","Syracuse","NY","13203","","Ms. Kathi Meadows","kmeadows@helio.health","3154711564","3126","Outpatient Services","Crtfd Cmty Behavioral Hlth Clnc","","","Y","","Y","Mental Health","","","4860 Onondaga Road","Syracuse","13215","Onondaga"
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Meadows Outpatient Services OCCBHC","53776","Onondaga","329 N Salina St","Syracuse","NY","13203","","Ms. Kathi Meadows","kmeadows@helio.health","3154711564","3126","Outpatient Services","Crtfd Cmty Behavioral Hlth Clnc","","","Y","","Y","Mental Health","","","4501 Onondaga Blvd.","Syracuse","13219","Onondaga"
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Meadows Outpatient Services OCCBHC","53776","Onondaga","329 N Salina St","Syracuse","NY","13203","","Ms. Kathi Meadows","kmeadows@helio.health","3154711564","3126","Outpatient Services","Crtfd Cmty Behavioral Hlth Clnc","","","Y","","Y","Mental Health","","","20 State Street ","Tully","13159","Onondaga"
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Meadows Outpatient Services OCCBHC","53776","Onondaga","329 N Salina St","Syracuse","NY","13203","","Ms. Kathi Meadows","kmeadows@helio.health","3154711564","3126","Outpatient Services","Crtfd Cmty Behavioral Hlth Clnc","","","Y","","Y","Mental Health","","","20 State Street ","Tully","13159","Onondaga"
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Meadows Outpatient Services OCCBHC","53776","Onondaga","329 N Salina St","Syracuse","NY","13203","","Ms. Kathi Meadows","kmeadows@helio.health","3154711564","3126","Outpatient Services","Crtfd Cmty Behavioral Hlth Clnc","","","Y","","Y","Mental Health","","","6845 Edinger Drive","Dewitt","13214","Onondaga"
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Meadows Outpatient Services OCCBHC","53776","Onondaga","329 N Salina St","Syracuse","NY","13203","","Ms. Kathi Meadows","kmeadows@helio.health","3154711564","3126","Outpatient Services","Crtfd Cmty Behavioral Hlth Clnc","","","Y","","Y","Mental Health","","","1 Mustang Hill ","Marcellus","13108","Onondaga"
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","The Men's Halfway House RRi","53350","Onondaga","3606 James St","Syracuse","NY","13206","2448","Marquita Bowen CASAC","mbowen@helio.health","3154729964","","Residential Services","820 Residential Reintegration","","","Y","","","","","","","","",""
